"Year","State","unemp_rate","state"
"1981","Alabama",9.84166666666667,"AL"
"1982","Alabama",13.075,"AL"
"1983","Alabama",12.8083333333333,"AL"
"1984","Alabama",10.3666666666667,"AL"
"1985","Alabama",8.65,"AL"
"1986","Alabama",9.04166666666667,"AL"
"1987","Alabama",7.65,"AL"
"1988","Alabama",6.875,"AL"
"1989","Alabama",6.64166666666667,"AL"
"1990","Alabama",6.36666666666667,"AL"
"1991","Alabama",6.75,"AL"
"1992","Alabama",6.875,"AL"
"1993","Alabama",6.59166666666667,"AL"
"1994","Alabama",5.375,"AL"
"1995","Alabama",5.14166666666667,"AL"
"1996","Alabama",4.45833333333333,"AL"
"1997","Alabama",4.35,"AL"
"1998","Alabama",3.85,"AL"
"1999","Alabama",4.18333333333333,"AL"
"2000","Alabama",4.00833333333333,"AL"
"2001","Alabama",4.59166666666667,"AL"
"2002","Alabama",5.30833333333333,"AL"
"2003","Alabama",5.375,"AL"
"2004","Alabama",5.01666666666667,"AL"
"2005","Alabama",3.81666666666667,"AL"
"2006","Alabama",3.45833333333333,"AL"
"2007","Alabama",3.4,"AL"
"2008","Alabama",5.05833333333333,"AL"
"2009","Alabama",9.9,"AL"
"2010","Alabama",9.49166666666667,"AL"
"2011","Alabama",8.96666666666667,"AL"
"2012","Alabama",7.73333333333333,"AL"
"1981","Alaska",9.06666666666667,"AK"
"1982","Alaska",9.80833333333333,"AK"
"1983","Alaska",10.025,"AK"
"1984","Alaska",9.80833333333333,"AK"
"1985","Alaska",9.58333333333333,"AK"
"1986","Alaska",11.025,"AK"
"1987","Alaska",10.1416666666667,"AK"
"1988","Alaska",8.69166666666667,"AK"
"1989","Alaska",6.925,"AK"
"1990","Alaska",7.05833333333333,"AK"
"1991","Alaska",8.25833333333333,"AK"
"1992","Alaska",8.9,"AK"
"1993","Alaska",7.7,"AK"
"1994","Alaska",7.48333333333333,"AK"
"1995","Alaska",7.13333333333333,"AK"
"1996","Alaska",7.45,"AK"
"1997","Alaska",7.025,"AK"
"1998","Alaska",6.13333333333333,"AK"
"1999","Alaska",6.16666666666667,"AK"
"2000","Alaska",6.15833333333333,"AK"
"2001","Alaska",6.14166666666667,"AK"
"2002","Alaska",7.075,"AK"
"2003","Alaska",7.675,"AK"
"2004","Alaska",7.38333333333333,"AK"
"2005","Alaska",6.88333333333333,"AK"
"2006","Alaska",6.525,"AK"
"2007","Alaska",6.08333333333333,"AK"
"2008","Alaska",6.44166666666667,"AK"
"2009","Alaska",7.74166666666667,"AK"
"2010","Alaska",7.94166666666667,"AK"
"2011","Alaska",7.56666666666667,"AK"
"2012","Alaska",7.125,"AK"
"1981","Arizona",6.2,"AZ"
"1982","Arizona",9.94166666666667,"AZ"
"1983","Arizona",9.21666666666667,"AZ"
"1984","Arizona",4.95,"AZ"
"1985","Arizona",6.25,"AZ"
"1986","Arizona",6.96666666666667,"AZ"
"1987","Arizona",6.425,"AZ"
"1988","Arizona",6.31666666666667,"AZ"
"1989","Arizona",5.26666666666667,"AZ"
"1990","Arizona",5.23333333333333,"AZ"
"1991","Arizona",5.85833333333333,"AZ"
"1992","Arizona",7.36666666666667,"AZ"
"1993","Arizona",6.30833333333333,"AZ"
"1994","Arizona",6.08333333333333,"AZ"
"1995","Arizona",5.39166666666667,"AZ"
"1996","Arizona",5.475,"AZ"
"1997","Arizona",4.61666666666667,"AZ"
"1998","Arizona",4.29166666666667,"AZ"
"1999","Arizona",4.46666666666667,"AZ"
"2000","Arizona",4.05833333333333,"AZ"
"2001","Arizona",4.70833333333333,"AZ"
"2002","Arizona",6.00833333333333,"AZ"
"2003","Arizona",5.74166666666667,"AZ"
"2004","Arizona",4.98333333333333,"AZ"
"2005","Arizona",4.675,"AZ"
"2006","Arizona",4.125,"AZ"
"2007","Arizona",3.7,"AZ"
"2008","Arizona",5.95,"AZ"
"2009","Arizona",9.89166666666667,"AZ"
"2010","Arizona",10.4833333333333,"AZ"
"2011","Arizona",9.48333333333333,"AZ"
"2012","Arizona",8.26666666666667,"AZ"
"1981","Arkansas",8.51666666666667,"AR"
"1982","Arkansas",9.33333333333333,"AR"
"1983","Arkansas",9.775,"AR"
"1984","Arkansas",8.33333333333333,"AR"
"1985","Arkansas",8.53333333333333,"AR"
"1986","Arkansas",8.45833333333333,"AR"
"1987","Arkansas",8.11666666666667,"AR"
"1988","Arkansas",7.65,"AR"
"1989","Arkansas",7.00833333333333,"AR"
"1990","Arkansas",6.78333333333333,"AR"
"1991","Arkansas",7.225,"AR"
"1992","Arkansas",7.10833333333333,"AR"
"1993","Arkansas",6.13333333333333,"AR"
"1994","Arkansas",5.33333333333333,"AR"
"1995","Arkansas",4.8,"AR"
"1996","Arkansas",5.10833333333333,"AR"
"1997","Arkansas",5.08333333333333,"AR"
"1998","Arkansas",5,"AR"
"1999","Arkansas",4.46666666666667,"AR"
"2000","Arkansas",4.16666666666667,"AR"
"2001","Arkansas",4.69166666666667,"AR"
"2002","Arkansas",5.325,"AR"
"2003","Arkansas",5.83333333333333,"AR"
"2004","Arkansas",5.625,"AR"
"2005","Arkansas",5.11666666666667,"AR"
"2006","Arkansas",5.26666666666667,"AR"
"2007","Arkansas",5.31666666666667,"AR"
"2008","Arkansas",5.40833333333333,"AR"
"2009","Arkansas",7.51666666666667,"AR"
"2010","Arkansas",7.925,"AR"
"2011","Arkansas",8.03333333333333,"AR"
"2012","Arkansas",7.275,"AR"
"1981","California",7.41666666666667,"CA"
"1982","California",10.0166666666667,"CA"
"1983","California",9.875,"CA"
"1984","California",7.78333333333333,"CA"
"1985","California",7.175,"CA"
"1986","California",6.76666666666667,"CA"
"1987","California",5.825,"CA"
"1988","California",5.26666666666667,"CA"
"1989","California",5.13333333333333,"CA"
"1990","California",5.75833333333333,"CA"
"1991","California",7.78333333333333,"CA"
"1992","California",9.36666666666667,"CA"
"1993","California",9.56666666666667,"CA"
"1994","California",8.60833333333333,"CA"
"1995","California",7.875,"CA"
"1996","California",7.325,"CA"
"1997","California",6.40833333333333,"CA"
"1998","California",5.95833333333333,"CA"
"1999","California",5.25833333333333,"CA"
"2000","California",4.95,"CA"
"2001","California",5.425,"CA"
"2002","California",6.69166666666667,"CA"
"2003","California",6.86666666666667,"CA"
"2004","California",6.225,"CA"
"2005","California",5.41666666666667,"CA"
"2006","California",4.89166666666667,"CA"
"2007","California",5.35,"CA"
"2008","California",7.24166666666667,"CA"
"2009","California",11.3416666666667,"CA"
"2010","California",12.3416666666667,"CA"
"2011","California",11.7583333333333,"CA"
"2012","California",10.5333333333333,"CA"
"1981","Colorado",5.575,"CO"
"1982","Colorado",7.575,"CO"
"1983","Colorado",7.15,"CO"
"1984","Colorado",5.45833333333333,"CO"
"1985","Colorado",6.00833333333333,"CO"
"1986","Colorado",7.48333333333333,"CO"
"1987","Colorado",7.375,"CO"
"1988","Colorado",6.43333333333333,"CO"
"1989","Colorado",5.625,"CO"
"1990","Colorado",5.19166666666667,"CO"
"1991","Colorado",5.375,"CO"
"1992","Colorado",6.03333333333333,"CO"
"1993","Colorado",5.325,"CO"
"1994","Colorado",4.2,"CO"
"1995","Colorado",4.04166666666667,"CO"
"1996","Colorado",4.175,"CO"
"1997","Colorado",3.36666666666667,"CO"
"1998","Colorado",3.6,"CO"
"1999","Colorado",3.08333333333333,"CO"
"2000","Colorado",2.775,"CO"
"2001","Colorado",3.81666666666667,"CO"
"2002","Colorado",5.625,"CO"
"2003","Colorado",6.09166666666667,"CO"
"2004","Colorado",5.59166666666667,"CO"
"2005","Colorado",5.125,"CO"
"2006","Colorado",4.3,"CO"
"2007","Colorado",3.79166666666667,"CO"
"2008","Colorado",4.83333333333333,"CO"
"2009","Colorado",8.11666666666667,"CO"
"2010","Colorado",8.925,"CO"
"2011","Colorado",8.325,"CO"
"2012","Colorado",7.94166666666667,"CO"
"1981","Connecticut",6.05833333333333,"CT"
"1982","Connecticut",6.85,"CT"
"1983","Connecticut",5.89166666666667,"CT"
"1984","Connecticut",4.56666666666667,"CT"
"1985","Connecticut",4.60833333333333,"CT"
"1986","Connecticut",3.79166666666667,"CT"
"1987","Connecticut",3.25,"CT"
"1988","Connecticut",2.89166666666667,"CT"
"1989","Connecticut",3.64166666666667,"CT"
"1990","Connecticut",4.94166666666667,"CT"
"1991","Connecticut",6.43333333333333,"CT"
"1992","Connecticut",7.26666666666667,"CT"
"1993","Connecticut",6.35,"CT"
"1994","Connecticut",5.41666666666667,"CT"
"1995","Connecticut",5.225,"CT"
"1996","Connecticut",5.325,"CT"
"1997","Connecticut",4.84166666666667,"CT"
"1998","Connecticut",3.275,"CT"
"1999","Connecticut",2.625,"CT"
"2000","Connecticut",2.26666666666667,"CT"
"2001","Connecticut",3.1,"CT"
"2002","Connecticut",4.375,"CT"
"2003","Connecticut",5.45833333333333,"CT"
"2004","Connecticut",4.93333333333333,"CT"
"2005","Connecticut",4.86666666666667,"CT"
"2006","Connecticut",4.43333333333333,"CT"
"2007","Connecticut",4.575,"CT"
"2008","Connecticut",5.64166666666667,"CT"
"2009","Connecticut",8.20833333333333,"CT"
"2010","Connecticut",9.29166666666667,"CT"
"2011","Connecticut",8.8,"CT"
"2012","Connecticut",8.33333333333333,"CT"
"1981","Delaware",7.875,"DE"
"1982","Delaware",8.24166666666667,"DE"
"1983","Delaware",7.49166666666667,"DE"
"1984","Delaware",5.94166666666667,"DE"
"1985","Delaware",4.95833333333333,"DE"
"1986","Delaware",4.36666666666667,"DE"
"1987","Delaware",3.06666666666667,"DE"
"1988","Delaware",3.01666666666667,"DE"
"1989","Delaware",3.15833333333333,"DE"
"1990","Delaware",4.175,"DE"
"1991","Delaware",5.83333333333333,"DE"
"1992","Delaware",5.45,"DE"
"1993","Delaware",5.00833333333333,"DE"
"1994","Delaware",4.69166666666667,"DE"
"1995","Delaware",4.30833333333333,"DE"
"1996","Delaware",4.875,"DE"
"1997","Delaware",3.89166666666667,"DE"
"1998","Delaware",3.55,"DE"
"1999","Delaware",3.16666666666667,"DE"
"2000","Delaware",3.29166666666667,"DE"
"2001","Delaware",3.44166666666667,"DE"
"2002","Delaware",3.89166666666667,"DE"
"2003","Delaware",4.09166666666667,"DE"
"2004","Delaware",3.88333333333333,"DE"
"2005","Delaware",3.94166666666667,"DE"
"2006","Delaware",3.55833333333333,"DE"
"2007","Delaware",3.50833333333333,"DE"
"2008","Delaware",4.85,"DE"
"2009","Delaware",7.85833333333333,"DE"
"2010","Delaware",8.025,"DE"
"2011","Delaware",7.33333333333333,"DE"
"2012","Delaware",6.84166666666667,"DE"
"1981","District of Columbia",8.975,NA
"1982","District of Columbia",10.7916666666667,NA
"1983","District of Columbia",11.1166666666667,NA
"1984","District of Columbia",9.05,NA
"1985","District of Columbia",7.94166666666667,NA
"1986","District of Columbia",7.325,NA
"1987","District of Columbia",6.2,NA
"1988","District of Columbia",5.03333333333333,NA
"1989","District of Columbia",4.95,NA
"1990","District of Columbia",5.90833333333333,NA
"1991","District of Columbia",7.78333333333333,NA
"1992","District of Columbia",8.675,NA
"1993","District of Columbia",8.51666666666667,NA
"1994","District of Columbia",8.11666666666667,NA
"1995","District of Columbia",8.49166666666667,NA
"1996","District of Columbia",8.49166666666667,NA
"1997","District of Columbia",8.40833333333333,NA
"1998","District of Columbia",8.00833333333333,NA
"1999","District of Columbia",6.49166666666667,NA
"2000","District of Columbia",5.69166666666667,NA
"2001","District of Columbia",6.21666666666667,NA
"2002","District of Columbia",6.75,NA
"2003","District of Columbia",7.00833333333333,NA
"2004","District of Columbia",7.325,NA
"2005","District of Columbia",6.56666666666667,NA
"2006","District of Columbia",5.70833333333333,NA
"2007","District of Columbia",5.475,NA
"2008","District of Columbia",6.6,NA
"2009","District of Columbia",9.65833333333333,NA
"2010","District of Columbia",10.1666666666667,NA
"2011","District of Columbia",10.225,NA
"2012","District of Columbia",9.09166666666667,NA
"1981","Florida",6.80833333333333,"FL"
"1982","Florida",8.45,"FL"
"1983","Florida",8.56666666666667,"FL"
"1984","Florida",6.63333333333333,"FL"
"1985","Florida",6.14166666666667,"FL"
"1986","Florida",5.86666666666667,"FL"
"1987","Florida",5.43333333333333,"FL"
"1988","Florida",5.28333333333333,"FL"
"1989","Florida",5.66666666666667,"FL"
"1990","Florida",6.24166666666667,"FL"
"1991","Florida",7.625,"FL"
"1992","Florida",8.36666666666667,"FL"
"1993","Florida",7.23333333333333,"FL"
"1994","Florida",6.53333333333333,"FL"
"1995","Florida",5.66666666666667,"FL"
"1996","Florida",5.31666666666667,"FL"
"1997","Florida",4.98333333333333,"FL"
"1998","Florida",4.475,"FL"
"1999","Florida",3.99166666666667,"FL"
"2000","Florida",3.83333333333333,"FL"
"2001","Florida",4.66666666666667,"FL"
"2002","Florida",5.71666666666667,"FL"
"2003","Florida",5.28333333333333,"FL"
"2004","Florida",4.64166666666667,"FL"
"2005","Florida",3.80833333333333,"FL"
"2006","Florida",3.34166666666667,"FL"
"2007","Florida",3.98333333333333,"FL"
"2008","Florida",6.28333333333333,"FL"
"2009","Florida",10.35,"FL"
"2010","Florida",11.2666666666667,"FL"
"2011","Florida",10.5,"FL"
"2012","Florida",8.73333333333333,"FL"
"1981","Georgia",6.51666666666667,"GA"
"1982","Georgia",7.69166666666667,"GA"
"1983","Georgia",7.60833333333333,"GA"
"1984","Georgia",6.1,"GA"
"1985","Georgia",6.275,"GA"
"1986","Georgia",5.875,"GA"
"1987","Georgia",5.55,"GA"
"1988","Georgia",5.54166666666667,"GA"
"1989","Georgia",5.31666666666667,"GA"
"1990","Georgia",5.21666666666667,"GA"
"1991","Georgia",5.01666666666667,"GA"
"1992","Georgia",6.65,"GA"
"1993","Georgia",5.94166666666667,"GA"
"1994","Georgia",5.1,"GA"
"1995","Georgia",4.7,"GA"
"1996","Georgia",4.55833333333333,"GA"
"1997","Georgia",4.48333333333333,"GA"
"1998","Georgia",4.16666666666667,"GA"
"1999","Georgia",3.78333333333333,"GA"
"2000","Georgia",3.46666666666667,"GA"
"2001","Georgia",3.94166666666667,"GA"
"2002","Georgia",4.81666666666667,"GA"
"2003","Georgia",4.76666666666667,"GA"
"2004","Georgia",4.73333333333333,"GA"
"2005","Georgia",5.225,"GA"
"2006","Georgia",4.71666666666667,"GA"
"2007","Georgia",4.65,"GA"
"2008","Georgia",6.30833333333333,"GA"
"2009","Georgia",9.83333333333333,"GA"
"2010","Georgia",10.2333333333333,"GA"
"2011","Georgia",9.8,"GA"
"2012","Georgia",8.94166666666667,"GA"
"1981","Hawaii",5.13333333333333,"HI"
"1982","Hawaii",5.96666666666667,"HI"
"1983","Hawaii",5.94166666666667,"HI"
"1984","Hawaii",5.4,"HI"
"1985","Hawaii",5.05833333333333,"HI"
"1986","Hawaii",4.51666666666667,"HI"
"1987","Hawaii",3.64166666666667,"HI"
"1988","Hawaii",3.03333333333333,"HI"
"1989","Hawaii",2.4,"HI"
"1990","Hawaii",2.45833333333333,"HI"
"1991","Hawaii",2.80833333333333,"HI"
"1992","Hawaii",4.25833333333333,"HI"
"1993","Hawaii",4.40833333333333,"HI"
"1994","Hawaii",5.11666666666667,"HI"
"1995","Hawaii",5.49166666666667,"HI"
"1996","Hawaii",5.83333333333333,"HI"
"1997","Hawaii",5.75833333333333,"HI"
"1998","Hawaii",5.58333333333333,"HI"
"1999","Hawaii",4.95833333333333,"HI"
"2000","Hawaii",3.98333333333333,"HI"
"2001","Hawaii",4.23333333333333,"HI"
"2002","Hawaii",4.05,"HI"
"2003","Hawaii",3.86666666666667,"HI"
"2004","Hawaii",3.25,"HI"
"2005","Hawaii",2.74166666666667,"HI"
"2006","Hawaii",2.48333333333333,"HI"
"2007","Hawaii",2.675,"HI"
"2008","Hawaii",4.10833333333333,"HI"
"2009","Hawaii",6.9,"HI"
"2010","Hawaii",6.85833333333333,"HI"
"2011","Hawaii",6.69166666666667,"HI"
"2012","Hawaii",6.03333333333333,"HI"
"1981","Idaho",7.55,"ID"
"1982","Idaho",9.04166666666667,"ID"
"1983","Idaho",8.85833333333333,"ID"
"1984","Idaho",7.35833333333333,"ID"
"1985","Idaho",7.76666666666667,"ID"
"1986","Idaho",8.225,"ID"
"1987","Idaho",7.53333333333333,"ID"
"1988","Idaho",6.08333333333333,"ID"
"1989","Idaho",5.26666666666667,"ID"
"1990","Idaho",5.45,"ID"
"1991","Idaho",6.00833333333333,"ID"
"1992","Idaho",6.375,"ID"
"1993","Idaho",6.025,"ID"
"1994","Idaho",5.43333333333333,"ID"
"1995","Idaho",5.26666666666667,"ID"
"1996","Idaho",5.28333333333333,"ID"
"1997","Idaho",5.08333333333333,"ID"
"1998","Idaho",5.06666666666667,"ID"
"1999","Idaho",4.86666666666667,"ID"
"2000","Idaho",4.675,"ID"
"2001","Idaho",4.85833333333333,"ID"
"2002","Idaho",5.36666666666667,"ID"
"2003","Idaho",5.225,"ID"
"2004","Idaho",4.58333333333333,"ID"
"2005","Idaho",3.70833333333333,"ID"
"2006","Idaho",2.98333333333333,"ID"
"2007","Idaho",2.95833333333333,"ID"
"2008","Idaho",4.75,"ID"
"2009","Idaho",7.41666666666667,"ID"
"2010","Idaho",8.75,"ID"
"2011","Idaho",8.7,"ID"
"2012","Idaho",7.46666666666667,"ID"
"1981","Illinois",8.54166666666667,"IL"
"1982","Illinois",11.3,"IL"
"1983","Illinois",11.7,"IL"
"1984","Illinois",9.08333333333333,"IL"
"1985","Illinois",9.05833333333333,"IL"
"1986","Illinois",8.3,"IL"
"1987","Illinois",7.40833333333333,"IL"
"1988","Illinois",6.75833333333333,"IL"
"1989","Illinois",6.075,"IL"
"1990","Illinois",6.275,"IL"
"1991","Illinois",7.24166666666667,"IL"
"1992","Illinois",7.85,"IL"
"1993","Illinois",7.39166666666667,"IL"
"1994","Illinois",5.775,"IL"
"1995","Illinois",5.2,"IL"
"1996","Illinois",5.34166666666667,"IL"
"1997","Illinois",4.825,"IL"
"1998","Illinois",4.48333333333333,"IL"
"1999","Illinois",4.48333333333333,"IL"
"2000","Illinois",4.5,"IL"
"2001","Illinois",5.44166666666667,"IL"
"2002","Illinois",6.56666666666667,"IL"
"2003","Illinois",6.74166666666667,"IL"
"2004","Illinois",6.23333333333333,"IL"
"2005","Illinois",5.79166666666667,"IL"
"2006","Illinois",4.65,"IL"
"2007","Illinois",5.05833333333333,"IL"
"2008","Illinois",6.39166666666667,"IL"
"2009","Illinois",10.0333333333333,"IL"
"2010","Illinois",10.45,"IL"
"2011","Illinois",9.75,"IL"
"2012","Illinois",8.85833333333333,"IL"
"1981","Indiana",9.63333333333333,"IN"
"1982","Indiana",11.9166666666667,"IN"
"1983","Indiana",11.0916666666667,"IN"
"1984","Indiana",8.39166666666667,"IN"
"1985","Indiana",7.66666666666667,"IN"
"1986","Indiana",6.775,"IN"
"1987","Indiana",6.05,"IN"
"1988","Indiana",5.13333333333333,"IN"
"1989","Indiana",4.71666666666667,"IN"
"1990","Indiana",5.01666666666667,"IN"
"1991","Indiana",5.60833333333333,"IN"
"1992","Indiana",6.04166666666667,"IN"
"1993","Indiana",5.00833333333333,"IN"
"1994","Indiana",4.50833333333333,"IN"
"1995","Indiana",4.34166666666667,"IN"
"1996","Indiana",3.875,"IN"
"1997","Indiana",3.33333333333333,"IN"
"1998","Indiana",2.91666666666667,"IN"
"1999","Indiana",2.85833333333333,"IN"
"2000","Indiana",2.94166666666667,"IN"
"2001","Indiana",4.15833333333333,"IN"
"2002","Indiana",5.15,"IN"
"2003","Indiana",5.325,"IN"
"2004","Indiana",5.29166666666667,"IN"
"2005","Indiana",5.34166666666667,"IN"
"2006","Indiana",5,"IN"
"2007","Indiana",4.58333333333333,"IN"
"2008","Indiana",5.89166666666667,"IN"
"2009","Indiana",10.3833333333333,"IN"
"2010","Indiana",10.0583333333333,"IN"
"2011","Indiana",9.025,"IN"
"2012","Indiana",8.16666666666667,"IN"
"1981","Iowa",6.93333333333333,"IA"
"1982","Iowa",8.05833333333333,"IA"
"1983","Iowa",8.275,"IA"
"1984","Iowa",7.24166666666667,"IA"
"1985","Iowa",7.94166666666667,"IA"
"1986","Iowa",6.83333333333333,"IA"
"1987","Iowa",5.73333333333333,"IA"
"1988","Iowa",4.75,"IA"
"1989","Iowa",4.34166666666667,"IA"
"1990","Iowa",4.475,"IA"
"1991","Iowa",4.55833333333333,"IA"
"1992","Iowa",4.48333333333333,"IA"
"1993","Iowa",4.15,"IA"
"1994","Iowa",3.725,"IA"
"1995","Iowa",3.60833333333333,"IA"
"1996","Iowa",3.58333333333333,"IA"
"1997","Iowa",3.13333333333333,"IA"
"1998","Iowa",2.9,"IA"
"1999","Iowa",2.64166666666667,"IA"
"2000","Iowa",2.78333333333333,"IA"
"2001","Iowa",3.28333333333333,"IA"
"2002","Iowa",3.925,"IA"
"2003","Iowa",4.425,"IA"
"2004","Iowa",4.65,"IA"
"2005","Iowa",4.3,"IA"
"2006","Iowa",3.73333333333333,"IA"
"2007","Iowa",3.75833333333333,"IA"
"2008","Iowa",4.05,"IA"
"2009","Iowa",6.2,"IA"
"2010","Iowa",6.26666666666667,"IA"
"2011","Iowa",5.9,"IA"
"2012","Iowa",5.175,"IA"
"1981","Kansas",4.25,"KS"
"1982","Kansas",6.43333333333333,"KS"
"1983","Kansas",5.975,"KS"
"1984","Kansas",5,"KS"
"1985","Kansas",5.13333333333333,"KS"
"1986","Kansas",5.40833333333333,"KS"
"1987","Kansas",4.89166666666667,"KS"
"1988","Kansas",4.56666666666667,"KS"
"1989","Kansas",4.23333333333333,"KS"
"1990","Kansas",4.375,"KS"
"1991","Kansas",4.50833333333333,"KS"
"1992","Kansas",4.63333333333333,"KS"
"1993","Kansas",5.025,"KS"
"1994","Kansas",4.85,"KS"
"1995","Kansas",4.40833333333333,"KS"
"1996","Kansas",4.35833333333333,"KS"
"1997","Kansas",3.89166666666667,"KS"
"1998","Kansas",3.78333333333333,"KS"
"1999","Kansas",3.56666666666667,"KS"
"2000","Kansas",3.78333333333333,"KS"
"2001","Kansas",4.28333333333333,"KS"
"2002","Kansas",5.125,"KS"
"2003","Kansas",5.575,"KS"
"2004","Kansas",5.55,"KS"
"2005","Kansas",5.1,"KS"
"2006","Kansas",4.41666666666667,"KS"
"2007","Kansas",4.09166666666667,"KS"
"2008","Kansas",4.44166666666667,"KS"
"2009","Kansas",7.18333333333333,"KS"
"2010","Kansas",7.14166666666667,"KS"
"2011","Kansas",6.69166666666667,"KS"
"2012","Kansas",5.96666666666667,"KS"
"1981","Kentucky",8.74166666666667,"KY"
"1982","Kentucky",10.75,"KY"
"1983","Kentucky",11.3333333333333,"KY"
"1984","Kentucky",9.3,"KY"
"1985","Kentucky",9.125,"KY"
"1986","Kentucky",9.125,"KY"
"1987","Kentucky",8.3,"KY"
"1988","Kentucky",7.575,"KY"
"1989","Kentucky",6.49166666666667,"KY"
"1990","Kentucky",6.14166666666667,"KY"
"1991","Kentucky",7.30833333333333,"KY"
"1992","Kentucky",6.975,"KY"
"1993","Kentucky",6.40833333333333,"KY"
"1994","Kentucky",5.48333333333333,"KY"
"1995","Kentucky",5.55,"KY"
"1996","Kentucky",5.46666666666667,"KY"
"1997","Kentucky",5.36666666666667,"KY"
"1998","Kentucky",4.61666666666667,"KY"
"1999","Kentucky",4.64166666666667,"KY"
"2000","Kentucky",4.25833333333333,"KY"
"2001","Kentucky",5.24166666666667,"KY"
"2002","Kentucky",5.75,"KY"
"2003","Kentucky",6.275,"KY"
"2004","Kentucky",5.56666666666667,"KY"
"2005","Kentucky",6.03333333333333,"KY"
"2006","Kentucky",5.925,"KY"
"2007","Kentucky",5.61666666666667,"KY"
"2008","Kentucky",6.63333333333333,"KY"
"2009","Kentucky",10.3083333333333,"KY"
"2010","Kentucky",10.1916666666667,"KY"
"2011","Kentucky",9.53333333333333,"KY"
"2012","Kentucky",8.39166666666667,"KY"
"1981","Louisiana",8.39166666666667,"LA"
"1982","Louisiana",10.2416666666667,"LA"
"1983","Louisiana",11.7833333333333,"LA"
"1984","Louisiana",9.85833333333333,"LA"
"1985","Louisiana",11.475,"LA"
"1986","Louisiana",12.4333333333333,"LA"
"1987","Louisiana",11.775,"LA"
"1988","Louisiana",10.4833333333333,"LA"
"1989","Louisiana",7.6,"LA"
"1990","Louisiana",5.85833333333333,"LA"
"1991","Louisiana",6.91666666666667,"LA"
"1992","Louisiana",7.83333333333333,"LA"
"1993","Louisiana",7.43333333333333,"LA"
"1994","Louisiana",7.54166666666667,"LA"
"1995","Louisiana",6.69166666666667,"LA"
"1996","Louisiana",6.30833333333333,"LA"
"1997","Louisiana",5.68333333333333,"LA"
"1998","Louisiana",5.30833333333333,"LA"
"1999","Louisiana",4.68333333333333,"LA"
"2000","Louisiana",4.90833333333333,"LA"
"2001","Louisiana",5.325,"LA"
"2002","Louisiana",5.85833333333333,"LA"
"2003","Louisiana",6.21666666666667,"LA"
"2004","Louisiana",5.5,"LA"
"2005","Louisiana",6.69166666666667,"LA"
"2006","Louisiana",3.925,"LA"
"2007","Louisiana",3.80833333333333,"LA"
"2008","Louisiana",4.43333333333333,"LA"
"2009","Louisiana",6.65833333333333,"LA"
"2010","Louisiana",7.475,"LA"
"2011","Louisiana",7.325,"LA"
"2012","Louisiana",6.89166666666667,"LA"
"1981","Maine",7.1,"ME"
"1982","Maine",8.31666666666667,"ME"
"1983","Maine",8.09166666666667,"ME"
"1984","Maine",6.05833333333333,"ME"
"1985","Maine",5.43333333333333,"ME"
"1986","Maine",5.20833333333333,"ME"
"1987","Maine",4.29166666666667,"ME"
"1988","Maine",3.61666666666667,"ME"
"1989","Maine",3.975,"ME"
"1990","Maine",5.24166666666667,"ME"
"1991","Maine",7.53333333333333,"ME"
"1992","Maine",7.14166666666667,"ME"
"1993","Maine",6.74166666666667,"ME"
"1994","Maine",6.53333333333333,"ME"
"1995","Maine",5.81666666666667,"ME"
"1996","Maine",5.25833333333333,"ME"
"1997","Maine",5.08333333333333,"ME"
"1998","Maine",4.39166666666667,"ME"
"1999","Maine",3.90833333333333,"ME"
"2000","Maine",3.275,"ME"
"2001","Maine",3.74166666666667,"ME"
"2002","Maine",4.375,"ME"
"2003","Maine",5.03333333333333,"ME"
"2004","Maine",4.625,"ME"
"2005","Maine",4.88333333333333,"ME"
"2006","Maine",4.68333333333333,"ME"
"2007","Maine",4.725,"ME"
"2008","Maine",5.425,"ME"
"2009","Maine",8.14166666666667,"ME"
"2010","Maine",8.15,"ME"
"2011","Maine",7.55,"ME"
"2012","Maine",7.35,"ME"
"1981","Maryland",7.09166666666667,"MD"
"1982","Maryland",8.225,"MD"
"1983","Maryland",7.35,"MD"
"1984","Maryland",5.09166666666667,"MD"
"1985","Maryland",4.69166666666667,"MD"
"1986","Maryland",4.59166666666667,"MD"
"1987","Maryland",4.26666666666667,"MD"
"1988","Maryland",4.05833333333333,"MD"
"1989","Maryland",3.76666666666667,"MD"
"1990","Maryland",4.54166666666667,"MD"
"1991","Maryland",6.25833333333333,"MD"
"1992","Maryland",6.525,"MD"
"1993","Maryland",5.975,"MD"
"1994","Maryland",5.2,"MD"
"1995","Maryland",5.01666666666667,"MD"
"1996","Maryland",4.90833333333333,"MD"
"1997","Maryland",4.70833333333333,"MD"
"1998","Maryland",4.25833333333333,"MD"
"1999","Maryland",3.63333333333333,"MD"
"2000","Maryland",3.55,"MD"
"2001","Maryland",4.05833333333333,"MD"
"2002","Maryland",4.475,"MD"
"2003","Maryland",4.475,"MD"
"2004","Maryland",4.29166666666667,"MD"
"2005","Maryland",4.11666666666667,"MD"
"2006","Maryland",3.825,"MD"
"2007","Maryland",3.43333333333333,"MD"
"2008","Maryland",4.3,"MD"
"2009","Maryland",7.4,"MD"
"2010","Maryland",7.80833333333333,"MD"
"2011","Maryland",7.05833333333333,"MD"
"2012","Maryland",6.73333333333333,"MD"
